layer,benchmark,model,score,error
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-base-v2-untrained,0.032316622,0.041972737
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-base-v2-untrained,0.111697961,0.03859136
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-base-v2-untrained,0.113618351,0.083002813
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-base-v2-untrained,0.088961161,0.030536658
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-base-v2-untrained,0.057492432,0.077609834
embeddings,Blank2014fROI-encoding,albert-large-v1,0.11483048,0.040791337
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-large-v1,0.026738901,0.040922433
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-large-v1,0.027284907,0.024829498
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-large-v1,0.007741272,0.045915688
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-large-v1,0.029949054,0.088916221
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-large-v1,0.097542717,0.061087046
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-large-v1,-0.023759088,0.038845554
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-large-v1,-0.040080244,0.053684052
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-large-v1,0.047706112,0.039548328
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-large-v1,0.054047237,0.047407484
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-large-v1,0.047693124,0.034508433
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-large-v1,0.012835995,0.09660856
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-large-v1,0.035875417,0.010055053
encoder.albert_layer_groups.12,Blank2014fROI-encoding,albert-large-v1,0.010165634,0.048021307
encoder.albert_layer_groups.13,Blank2014fROI-encoding,albert-large-v1,0.062040355,0.104545753
encoder.albert_layer_groups.14,Blank2014fROI-encoding,albert-large-v1,-0.056651896,0.012142713
encoder.albert_layer_groups.15,Blank2014fROI-encoding,albert-large-v1,-0.00118185,0.070097722
encoder.albert_layer_groups.16,Blank2014fROI-encoding,albert-large-v1,0.065343047,0.001431941
encoder.albert_layer_groups.17,Blank2014fROI-encoding,albert-large-v1,0.039326312,0.020325289
encoder.albert_layer_groups.18,Blank2014fROI-encoding,albert-large-v1,0.067157989,0.045848032
encoder.albert_layer_groups.19,Blank2014fROI-encoding,albert-large-v1,0.023182476,0.034243345
encoder.albert_layer_groups.20,Blank2014fROI-encoding,albert-large-v1,-0.022766543,0.023997776
encoder.albert_layer_groups.21,Blank2014fROI-encoding,albert-large-v1,0.017906414,0.105257183
encoder.albert_layer_groups.22,Blank2014fROI-encoding,albert-large-v1,0.027765885,0.094959529
encoder.albert_layer_groups.23,Blank2014fROI-encoding,albert-large-v1,0.030121521,0.031643299
embeddings,Blank2014fROI-encoding,albert-large-v1-untrained,-0.047287229,0.036140708
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-large-v1-untrained,-0.021850824,0.039789824
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-large-v1-untrained,-0.059064113,0.038365421
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-large-v1-untrained,-0.005479045,0.02482245
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-large-v1-untrained,0.00341606,0.038669347
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-large-v1-untrained,-0.025522639,0.008581492
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-large-v1-untrained,0.002107207,0.043365556
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-large-v1-untrained,0.036277116,0.064766345
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-large-v1-untrained,0.018409462,0.107736667
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-large-v1-untrained,0.009812742,0.014920919
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-large-v1-untrained,-0.02299899,0.063738654
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-large-v1-untrained,-8.86E-05,0.087883943
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-large-v1-untrained,0.059411338,0.00475434
encoder.albert_layer_groups.12,Blank2014fROI-encoding,albert-large-v1-untrained,0.024072592,0.023805625
encoder.albert_layer_groups.13,Blank2014fROI-encoding,albert-large-v1-untrained,0.030243152,0.051492539
encoder.albert_layer_groups.14,Blank2014fROI-encoding,albert-large-v1-untrained,-0.022488374,0.062106154
encoder.albert_layer_groups.15,Blank2014fROI-encoding,albert-large-v1-untrained,-0.00013408,0.031579119
encoder.albert_layer_groups.16,Blank2014fROI-encoding,albert-large-v1-untrained,-0.002446211,0.074440402
encoder.albert_layer_groups.17,Blank2014fROI-encoding,albert-large-v1-untrained,0.039389959,0.028727955
encoder.albert_layer_groups.18,Blank2014fROI-encoding,albert-large-v1-untrained,-0.003167295,0.039643843
encoder.albert_layer_groups.19,Blank2014fROI-encoding,albert-large-v1-untrained,-0.022456219,0.056438681
encoder.albert_layer_groups.20,Blank2014fROI-encoding,albert-large-v1-untrained,0.005608866,0.065148769
encoder.albert_layer_groups.21,Blank2014fROI-encoding,albert-large-v1-untrained,0.015706286,0.046589652
encoder.albert_layer_groups.22,Blank2014fROI-encoding,albert-large-v1-untrained,-0.016347243,0.04342995
encoder.albert_layer_groups.23,Blank2014fROI-encoding,albert-large-v1-untrained,0.03091453,0.016561378
embeddings,Blank2014fROI-encoding,albert-large-v2,0.059863558,0.08820367
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-large-v2,-0.00427425,0.02666843
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-large-v2,0.02195328,0.062621326
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-large-v2,-0.004971782,0.04237772
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-large-v2,0.0693071,0.047800059
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-large-v2,-0.006195134,0.072729329
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-large-v2,0.091970933,0.090680338
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-large-v2,0.048512405,0.047841681
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-large-v2,0.072763701,0.032372716
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-large-v2,0.070793738,0.04829948
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-large-v2,0.091296911,0.052653636
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-large-v2,0.111152644,0.093592997
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-large-v2,0.058030327,0.068233173
encoder.albert_layer_groups.12,Blank2014fROI-encoding,albert-large-v2,0.006898372,0.024539812
encoder.albert_layer_groups.13,Blank2014fROI-encoding,albert-large-v2,0.000583379,0.041147069
encoder.albert_layer_groups.14,Blank2014fROI-encoding,albert-large-v2,0.065365661,0.029144221
encoder.albert_layer_groups.15,Blank2014fROI-encoding,albert-large-v2,0.015848792,0.002627722
encoder.albert_layer_groups.16,Blank2014fROI-encoding,albert-large-v2,0.05993527,0.099518493
encoder.albert_layer_groups.17,Blank2014fROI-encoding,albert-large-v2,0.073911834,0.089193845
encoder.albert_layer_groups.18,Blank2014fROI-encoding,albert-large-v2,-0.010498081,0.088524971
encoder.albert_layer_groups.19,Blank2014fROI-encoding,albert-large-v2,0.01752168,0.038179139
encoder.albert_layer_groups.20,Blank2014fROI-encoding,albert-large-v2,0.014870676,0.065059907
encoder.albert_layer_groups.21,Blank2014fROI-encoding,albert-large-v2,0.019750684,0.091811016
encoder.albert_layer_groups.22,Blank2014fROI-encoding,albert-large-v2,-0.018306921,0.023444368
encoder.albert_layer_groups.23,Blank2014fROI-encoding,albert-large-v2,0.010533551,0.040220735
embeddings,Blank2014fROI-encoding,albert-large-v2-untrained,-0.022559509,0.035550331
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-large-v2-untrained,-0.029340591,0.021800888
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-large-v2-untrained,0.029944962,0.003574826
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-large-v2-untrained,0.000917357,0.043804004
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-large-v2-untrained,0.01386671,0.034539017
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-large-v2-untrained,-0.098256839,0.043646387
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-large-v2-untrained,0.000576064,0.038532949
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-large-v2-untrained,0.035236923,0.041809747
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-large-v2-untrained,0.021042748,0.12665929
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-large-v2-untrained,0.011880611,0.016855564
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-large-v2-untrained,0.04303464,0.070332211
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-large-v2-untrained,-0.029693179,0.035738895
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-large-v2-untrained,0.044758426,0.065703925
encoder.albert_layer_groups.12,Blank2014fROI-encoding,albert-large-v2-untrained,0.015958802,0.054131582
encoder.albert_layer_groups.13,Blank2014fROI-encoding,albert-large-v2-untrained,0.017856673,0.011388304
encoder.albert_layer_groups.14,Blank2014fROI-encoding,albert-large-v2-untrained,0.01319072,0.051994086
encoder.albert_layer_groups.15,Blank2014fROI-encoding,albert-large-v2-untrained,0.074057272,0.034588845
encoder.albert_layer_groups.16,Blank2014fROI-encoding,albert-large-v2-untrained,0.061836597,0.037313842
encoder.albert_layer_groups.17,Blank2014fROI-encoding,albert-large-v2-untrained,0.021047032,0.064509343
encoder.albert_layer_groups.18,Blank2014fROI-encoding,albert-large-v2-untrained,0.025589282,0.03593588
encoder.albert_layer_groups.19,Blank2014fROI-encoding,albert-large-v2-untrained,0.027580822,0.152652573
encoder.albert_layer_groups.20,Blank2014fROI-encoding,albert-large-v2-untrained,0.101599752,0.055464935
encoder.albert_layer_groups.21,Blank2014fROI-encoding,albert-large-v2-untrained,-0.005381712,0.018960093
encoder.albert_layer_groups.22,Blank2014fROI-encoding,albert-large-v2-untrained,-0.013325537,0.087709344
encoder.albert_layer_groups.23,Blank2014fROI-encoding,albert-large-v2-untrained,0.017144224,0.020634952
embeddings,Blank2014fROI-encoding,albert-xlarge-v1,0.135050954,0.149331055
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-xlarge-v1,0.051253428,0.141221575
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-xlarge-v1,0.13045674,0.0244904
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-xlarge-v1,0.079587847,0.040635892
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-xlarge-v1,0.047686195,0.056296467
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-xlarge-v1,0.070034995,0.093428177
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-xlarge-v1,0.118669829,0.04052108
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-xlarge-v1,0.058790665,0.090866071
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-xlarge-v1,0.110301275,0.034397972
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-xlarge-v1,0.137277888,0.097942993
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-xlarge-v1,0.146423243,0.040888186
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-xlarge-v1,0.144630046,0.044832836
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-xlarge-v1,0.128924402,0.054169047
encoder.albert_layer_groups.12,Blank2014fROI-encoding,albert-xlarge-v1,0.123270292,0.102548651
encoder.albert_layer_groups.13,Blank2014fROI-encoding,albert-xlarge-v1,0.157331092,0.076071582
encoder.albert_layer_groups.14,Blank2014fROI-encoding,albert-xlarge-v1,0.13020379,0.086340077
encoder.albert_layer_groups.15,Blank2014fROI-encoding,albert-xlarge-v1,0.096565944,0.115742796
encoder.albert_layer_groups.16,Blank2014fROI-encoding,albert-xlarge-v1,0.117357828,0.017821724
encoder.albert_layer_groups.17,Blank2014fROI-encoding,albert-xlarge-v1,0.065351877,0.083274971
encoder.albert_layer_groups.18,Blank2014fROI-encoding,albert-xlarge-v1,0.088418031,0.024322519
encoder.albert_layer_groups.19,Blank2014fROI-encoding,albert-xlarge-v1,0.116549978,0.072164076
encoder.albert_layer_groups.20,Blank2014fROI-encoding,albert-xlarge-v1,0.07716347,0.060610858
encoder.albert_layer_groups.21,Blank2014fROI-encoding,albert-xlarge-v1,0.031301403,0.014977957
encoder.albert_layer_groups.22,Blank2014fROI-encoding,albert-xlarge-v1,0.00581803,0.042953579
encoder.albert_layer_groups.23,Blank2014fROI-encoding,albert-xlarge-v1,0.077990986,0.029480652
embeddings,Blank2014fROI-encoding,albert-xlarge-v1-untrained,-0.061429075,0.035143564
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.014210584,0.028021186
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.037138372,0.063335294
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-xlarge-v1-untrained,-0.014528533,0.037004351
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.011762822,0.025146955
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.093651198,0.057431233
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.085294741,0.016115062
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.062008394,0.097017569
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.078102067,0.082994148
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.202433987,0.019119444
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.20448632,0.059817679
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.225412656,0.047717149
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.195191793,0.012173335
encoder.albert_layer_groups.12,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.211062863,0.030107912
encoder.albert_layer_groups.13,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.200328751,0.01745663
encoder.albert_layer_groups.14,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.236030917,0.055351338
encoder.albert_layer_groups.15,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.237546636,0.11104888
encoder.albert_layer_groups.16,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.190741846,0.076737261
encoder.albert_layer_groups.17,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.207801321,0.097225461
encoder.albert_layer_groups.18,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.201647662,0.08008483
encoder.albert_layer_groups.19,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.112014621,0.012465528
encoder.albert_layer_groups.20,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.110491332,0.062256453
encoder.albert_layer_groups.21,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.099764871,0.065207188
encoder.albert_layer_groups.22,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.072065392,0.01390438
encoder.albert_layer_groups.23,Blank2014fROI-encoding,albert-xlarge-v1-untrained,0.074921799,0.06431979
embeddings,Blank2014fROI-encoding,albert-xlarge-v2,0.176254882,0.071515441
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-xlarge-v2,0.079787248,0.021094785
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-xlarge-v2,0.191378486,0.013770568
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-xlarge-v2,0.122124256,0.152027131
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-xlarge-v2,0.13498615,0.050373976
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-xlarge-v2,0.027393777,0.088046733
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-xlarge-v2,0.089251008,0.048484128
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-xlarge-v2,0.063675906,0.188546426
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-xlarge-v2,0.003251459,0.152453271
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-xlarge-v2,0.001946906,0.05276859
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-xlarge-v2,0.004661936,0.082231765
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-xlarge-v2,0.088934227,0.074459826
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-xlarge-v2,0.143393449,0.02620589
encoder.albert_layer_groups.12,Blank2014fROI-encoding,albert-xlarge-v2,0.03866803,0.03573506
encoder.albert_layer_groups.13,Blank2014fROI-encoding,albert-xlarge-v2,0.084503948,0.024781127
encoder.albert_layer_groups.14,Blank2014fROI-encoding,albert-xlarge-v2,0.048194693,0.050031687
encoder.albert_layer_groups.15,Blank2014fROI-encoding,albert-xlarge-v2,0.037759282,0.090678305
encoder.albert_layer_groups.16,Blank2014fROI-encoding,albert-xlarge-v2,0.019546267,0.078765299
encoder.albert_layer_groups.17,Blank2014fROI-encoding,albert-xlarge-v2,0.074837803,0.068624685
encoder.albert_layer_groups.18,Blank2014fROI-encoding,albert-xlarge-v2,0.022030706,0.139859938
encoder.albert_layer_groups.19,Blank2014fROI-encoding,albert-xlarge-v2,-0.016366684,0.160412447
encoder.albert_layer_groups.20,Blank2014fROI-encoding,albert-xlarge-v2,0.002219555,0.018564324
encoder.albert_layer_groups.21,Blank2014fROI-encoding,albert-xlarge-v2,0.099511523,0.038825399
encoder.albert_layer_groups.22,Blank2014fROI-encoding,albert-xlarge-v2,0.070449584,0.06141751
encoder.albert_layer_groups.23,Blank2014fROI-encoding,albert-xlarge-v2,0.071965495,0.089853387
embeddings,Blank2014fROI-encoding,albert-xlarge-v2-untrained,-0.032987638,0.135616925
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-xlarge-v2-untrained,-0.001926514,0.087353688
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-xlarge-v2-untrained,-0.023063299,0.089530524
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-xlarge-v2-untrained,-0.00462657,0.042600924
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.056342213,0.015662502
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.046997101,0.082349565
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.037281606,0.020163846
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.112956954,0.078845062
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.223813821,0.049138825
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.131888349,0.054765192
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.144461384,0.03480229
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.181151233,0.034014506
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.18061383,0.08129813
encoder.albert_layer_groups.12,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.211874025,0.056626883
encoder.albert_layer_groups.13,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.26178733,0.139564237
encoder.albert_layer_groups.14,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.144057561,0.049192097
encoder.albert_layer_groups.15,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.11846745,0.006749256
encoder.albert_layer_groups.16,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.121586622,0.010788476
encoder.albert_layer_groups.17,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.109039476,0.01779668
encoder.albert_layer_groups.18,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.093136211,0.056979664
encoder.albert_layer_groups.19,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.154193724,0.056711054
encoder.albert_layer_groups.20,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.041193508,0.014657543
encoder.albert_layer_groups.21,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.052944543,0.061197176
encoder.albert_layer_groups.22,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.052352987,0.068761594
encoder.albert_layer_groups.23,Blank2014fROI-encoding,albert-xlarge-v2-untrained,0.091790631,0.088526503
embeddings,Blank2014fROI-encoding,albert-xxlarge-v1,0.158357432,0.109751148
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-xxlarge-v1,0.266923188,0.0821135
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-xxlarge-v1,0.196878121,0.054476611
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-xxlarge-v1,0.243018246,0.216618405
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-xxlarge-v1,0.13848183,0.054513513
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-xxlarge-v1,0.307647083,0.160547797
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-xxlarge-v1,0.21314213,0.122092272
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-xxlarge-v1,0.214483867,0.04274088
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-xxlarge-v1,0.185080524,0.033367646
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-xxlarge-v1,0.21683029,0.17442327
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-xxlarge-v1,0.166193013,0.131108186
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-xxlarge-v1,0.181140044,0.179140607
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-xxlarge-v1,0.203970891,0.092884248
embeddings,Blank2014fROI-encoding,albert-xxlarge-v1-untrained,-0.030439173,0.026793935
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-xxlarge-v1-untrained,0.047611317,0.001176607
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-xxlarge-v1-untrained,0.204870746,0.030417118
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-xxlarge-v1-untrained,0.273663818,0.109485867
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-xxlarge-v1-untrained,0.342213322,0.056966119
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-xxlarge-v1-untrained,0.408084546,0.077607769
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-xxlarge-v1-untrained,0.385876754,0.208560792
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-xxlarge-v1-untrained,0.363842278,0.083004395
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-xxlarge-v1-untrained,0.428874114,0.031548084
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-xxlarge-v1-untrained,0.286107177,0.085805284
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-xxlarge-v1-untrained,0.25445486,0.088447601
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-xxlarge-v1-untrained,0.322306807,0.050059749
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-xxlarge-v1-untrained,0.225072686,0.045996732
embeddings,Blank2014fROI-encoding,albert-xxlarge-v2,0.136122991,0.198977437
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-xxlarge-v2,0.184172034,0.068806994
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-xxlarge-v2,0.232886012,0.038410273
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-xxlarge-v2,0.239119733,0.063862317
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-xxlarge-v2,0.204179504,0.085339174
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-xxlarge-v2,0.178937118,0.139391342
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-xxlarge-v2,0.191432717,0.092863996
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-xxlarge-v2,0.18303473,0.041179001
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-xxlarge-v2,0.175663253,0.111954471
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-xxlarge-v2,0.109915698,0.124920083
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-xxlarge-v2,0.075305911,0.048500685
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-xxlarge-v2,0.116359654,0.101736735
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-xxlarge-v2,0.236407353,0.053464699
embeddings,Blank2014fROI-encoding,albert-xxlarge-v2-untrained,-0.016945784,0.024865184
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-xxlarge-v2-untrained,0.051789436,0.112223591
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-xxlarge-v2-untrained,0.168188108,0.050216755
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-xxlarge-v2-untrained,0.354887037,0.171225922
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-xxlarge-v2-untrained,0.432797058,0.135750637
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-xxlarge-v2-untrained,0.451450764,0.040037948
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-xxlarge-v2-untrained,0.443472587,0.03961344
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-xxlarge-v2-untrained,0.442413208,0.175069429
encoder.albert_layer_groups.7,Blank2014fROI-encoding,albert-xxlarge-v2-untrained,0.474477628,0.077097728
encoder.albert_layer_groups.8,Blank2014fROI-encoding,albert-xxlarge-v2-untrained,0.422964846,0.036252014
encoder.albert_layer_groups.9,Blank2014fROI-encoding,albert-xxlarge-v2-untrained,0.385088922,0.059582033
encoder.albert_layer_groups.10,Blank2014fROI-encoding,albert-xxlarge-v2-untrained,0.346902242,0.030485225
encoder.albert_layer_groups.11,Blank2014fROI-encoding,albert-xxlarge-v2-untrained,0.353001873,0.125273643
drop,Blank2014fROI-encoding,openaigpt,0.085886925,0.109867836
encoder.h.0.ln_2,Blank2014fROI-encoding,openaigpt,0.033594347,0.076934325
encoder.h.1.ln_2,Blank2014fROI-encoding,openaigpt,0.061258967,0.088378392
encoder.h.2.ln_2,Blank2014fROI-encoding,openaigpt,0.147882412,0.037074645
encoder.h.3.ln_2,Blank2014fROI-encoding,openaigpt,0.133442272,0.10361918
encoder.h.4.ln_2,Blank2014fROI-encoding,openaigpt,0.148529446,0.074285554
encoder.h.5.ln_2,Blank2014fROI-encoding,openaigpt,0.127579966,0.069957111
encoder.h.6.ln_2,Blank2014fROI-encoding,openaigpt,0.202706906,0.09901548
encoder.h.7.ln_2,Blank2014fROI-encoding,openaigpt,0.17417708,0.075999931
encoder.h.8.ln_2,Blank2014fROI-encoding,openaigpt,0.200225417,0.048770917
encoder.h.9.ln_2,Blank2014fROI-encoding,openaigpt,0.224241874,0.026692365
encoder.h.10.ln_2,Blank2014fROI-encoding,openaigpt,0.219346513,0.080661681
encoder.h.11.ln_2,Blank2014fROI-encoding,openaigpt,0.234574528,0.090780069
drop,Blank2014fROI-encoding,openaigpt-untrained,-0.071816671,0.079517658
encoder.h.0.ln_2,Blank2014fROI-encoding,openaigpt-untrained,-0.030588458,0.044900284
encoder.h.1.ln_2,Blank2014fROI-encoding,openaigpt-untrained,-0.017845269,0.037194095
